game_store_id,dhlottery_code,store_name,address,region,method,latitude,longitude,lottery_type,round,prize_tier,store_rank,winning_amount,created_at,crawled_at,winning_count
SPEEDLOTTO_500_STORE_00001,74160347,토토마트 (구 편의점사랑),,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00002,74760625,CSPACE구미옥계점,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00003,74163706,다우토토샵,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00004,74261788,일등당첨,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00005,72662656,황금복권방,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00006,74660464,드림복권(2호광장),,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00007,73160721,또로또,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00008,74166759,GS25이동센터점,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00009,74162803,보물섬복권방,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00010,71162035,천하명당복권방,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00011,73061011,금화로또마트,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00012,72960747,오천억복권방,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00013,74163177,명당골복권방,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00014,72661445,CU사상서부,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,2
SPEEDLOTTO_500_STORE_00015,74661194,스타복권,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00016,74761757,SE왜관희망점,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00017,74661178,제철로또대리점,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00018,74161285,차부상회,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00019,74360035,복덩어리,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
SPEEDLOTTO_500_STORE_00020,72960008,도울복권,,미상,,,,speedlotto_500,48,first,1,200000000,2026-04-26T12:17:52.328742,2026-04-26T12:17:52.328742,1
